subject	session	task	run	run_key	audit_status	design_status	design_issues	software_versions	software_era	number_of_original_volumes	nss_count	number_of_steady_state_volumes	pca_selected_components	ica_components	accepted_components	rejected_components	rejected_fraction	accepted_normalized_variance	rejected_normalized_variance	rejected_on_accepted_variance	aic_components	kic_components	mdl_components	varex_90_components	varex_95_components	aic_explained_variance	kic_explained_variance	mdl_explained_variance	pca_components_per_steady_state_volume	rejected_components_per_steady_state_volume	base_confound_columns	base_confound_rank	base_rank_with_intercept	rejected_ica_columns	rejected_ica_rank	combined_confound_columns	combined_confound_rank	combined_rank_with_intercept	tedana_incremental_rank	tedana_incremental_rank_fraction	combined_nuisance_rank_fraction	combined_columns_per_volume	combined_rank_per_volume	residual_df_before_task	zero_columns	constant_nonzero_columns	duplicate_columns	standardized_condition_number	existing_combined_present	existing_combined_rows	existing_combined_columns	existing_combined_matches_reconstruction	flag_pca_more_than_half_timepoints	flag_aic_explains_more_than_98_percent	flag_rejected_components_gte_75	flag_combined_rank_fraction_gte_0_30	flag_residual_df_lt_100	review_reasons	fmriprep_confounds	tedana_metrics	tedana_mixing	tedana_pca_metrics	tedana_pca_cross_component_metrics	tedana_cross_component_metrics	combined_confounds
10317	01	doors	1	sub-10317_ses-01_task-doors_run-1	complete	complete		syngo MR E11	E11	218	1	217	16	16	8	8	0.5	0.17528909413957702	0.824710905860423	0.1940128429043889	16	14	11	178	197	0.397	0.387	0.369	0.07373271889400922	0.03686635944700461	18	18	19	8	8	26	26	27	8	0.03669724770642202	0.11926605504587157	0.11926605504587157	0.12385321100917432	191	0	0	0	96.22953249233318	1	218	26	1	0	0	0	0	0		derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-doors_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-PCACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-doors_run-1_desc-ICACrossComponent_metrics.json	derivatives/fsl/confounds_tedana/sub-10317/sub-10317_ses-01_task-doors_run-1_desc-TedanaPlusConfounds.tsv
10317	01	sharedreward	1	sub-10317_ses-01_task-sharedreward_run-1	complete	complete		syngo MR E11	E11	255	1	254	18	18	11	7	0.3888888888888889	0.23050326654887404	0.7694967334511262	0.5681169056812457	18	15	11	200	226	0.474	0.462	0.442	0.07086614173228346	0.027559055118110236	19	19	20	7	7	26	26	27	7	0.027450980392156862	0.10196078431372549	0.10196078431372549	0.10588235294117647	228	0	0	0	97.66415813815793	1	255	26	1	0	0	0	0	0		derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-PCACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-1_desc-ICACrossComponent_metrics.json	derivatives/fsl/confounds_tedana/sub-10317/sub-10317_ses-01_task-sharedreward_run-1_desc-TedanaPlusConfounds.tsv
10317	01	sharedreward	2	sub-10317_ses-01_task-sharedreward_run-2	complete	complete		syngo MR E11	E11	255	1	254	17	17	9	8	0.47058823529411764	0.1677249374905743	0.8322750625094257	0.4455852454423613	17	16	12	202	228	0.453	0.449	0.429	0.06692913385826772	0.031496062992125984	19	19	20	8	8	27	27	28	8	0.03137254901960784	0.10588235294117647	0.10588235294117647	0.10980392156862745	227	0	0	0	91.64288581870571	1	255	27	1	0	0	0	0	0		derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-sharedreward_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-PCACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-sharedreward_run-2_desc-ICACrossComponent_metrics.json	derivatives/fsl/confounds_tedana/sub-10317/sub-10317_ses-01_task-sharedreward_run-2_desc-TedanaPlusConfounds.tsv
10317	01	socialdoors	1	sub-10317_ses-01_task-socialdoors_run-1	complete	complete		syngo MR E11	E11	218	0	218	18	18	10	8	0.4444444444444444	0.2112298665899537	0.7887701334100463	0.2528108789787659	18	17	10	179	198	0.405	0.4	0.357	0.08256880733944955	0.03669724770642202	17	17	18	8	8	25	25	26	8	0.03669724770642202	0.11467889908256881	0.11467889908256881	0.11926605504587157	192	0	0	0	57.696182040914444	1	218	25	1	0	0	0	0	0		derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-socialdoors_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-PCACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-socialdoors_run-1_desc-ICACrossComponent_metrics.json	derivatives/fsl/confounds_tedana/sub-10317/sub-10317_ses-01_task-socialdoors_run-1_desc-TedanaPlusConfounds.tsv
10317	01	trust	1	sub-10317_ses-01_task-trust_run-1	complete	complete		syngo MR E11	E11	280	0	280	19	19	11	8	0.42105263157894735	0.19274520038134374	0.8072547996186562	0.9464451971881073	19	17	12	225	251	0.435	0.426	0.402	0.06785714285714285	0.02857142857142857	19	19	20	8	8	27	27	28	8	0.02857142857142857	0.09642857142857143	0.09642857142857143	0.1	252	0	0	0	66.74634195023351	1	280	27	1	0	0	0	0	0		derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-trust_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-PCACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-trust_run-1_desc-ICACrossComponent_metrics.json	derivatives/fsl/confounds_tedana/sub-10317/sub-10317_ses-01_task-trust_run-1_desc-TedanaPlusConfounds.tsv
10317	01	ugr	1	sub-10317_ses-01_task-ugr_run-1	complete	complete		syngo MR E11	E11	240	2	238	17	17	11	6	0.35294117647058826	0.2522696899053029	0.747730310094697	0.4318115548106786	17	15	12	197	218	0.379	0.369	0.352	0.07142857142857142	0.025210084033613446	20	20	21	6	6	26	26	27	6	0.025	0.10833333333333334	0.10833333333333334	0.1125	213	0	0	0	65.3029647054027	1	240	26	1	0	0	0	0	0		derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-PCACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-1_desc-ICACrossComponent_metrics.json	derivatives/fsl/confounds_tedana/sub-10317/sub-10317_ses-01_task-ugr_run-1_desc-TedanaPlusConfounds.tsv
10317	01	ugr	2	sub-10317_ses-01_task-ugr_run-2	complete	complete		syngo MR E11	E11	240	2	238	17	17	8	9	0.5294117647058824	0.1760142412058423	0.8239857587941578	0.18215801567218204	17	16	10	199	219	0.352	0.347	0.309	0.07142857142857142	0.037815126050420166	20	20	21	9	9	29	29	30	9	0.0375	0.12083333333333333	0.12083333333333333	0.125	210	0	0	0	54.29781052140562	1	240	29	1	0	0	0	0	0		derivatives/fmriprep/sub-10317/ses-01/func/sub-10317_ses-01_task-ugr_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-PCACrossComponent_metrics.json	derivatives/tedana/sub-10317/ses-01/sub-10317_ses-01_task-ugr_run-2_desc-ICACrossComponent_metrics.json	derivatives/fsl/confounds_tedana/sub-10317/sub-10317_ses-01_task-ugr_run-2_desc-TedanaPlusConfounds.tsv
10369	01	doors	1	sub-10369_ses-01_task-doors_run-1	complete	complete		syngo MR E11	E11	218	1	217	15	15	8	7	0.4666666666666667	0.2280109421478246	0.7719890578521751	0.10462718248923938	15	13	8	181	199	0.349	0.338	0.304	0.06912442396313365	0.03225806451612903	18	18	19	7	7	25	25	26	7	0.03211009174311927	0.11467889908256881	0.11467889908256881	0.11926605504587157	192	0	0	0	70.89823267310211	1	218	25	1	0	0	0	0	0		derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-doors_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-PCACrossComponent_metrics.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-doors_run-1_desc-ICACrossComponent_metrics.json	derivatives/fsl/confounds_tedana/sub-10369/sub-10369_ses-01_task-doors_run-1_desc-TedanaPlusConfounds.tsv
10369	01	sharedreward	1	sub-10369_ses-01_task-sharedreward_run-1	complete	complete		syngo MR E11	E11	255	3	252	17	17	15	2	0.11764705882352941	0.35422971217073107	0.645770287829269	0.22440311633308896	17	13	9	207	230	0.407	0.388	0.367	0.06746031746031746	0.007936507936507936	21	21	22	2	2	23	23	24	2	0.00784313725490196	0.09019607843137255	0.09019607843137255	0.09411764705882353	231	0	0	0	80.2649887083356	1	255	23	1	0	0	0	0	0		derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-1_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-tedana_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-ICA_mixing.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-PCA_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-PCACrossComponent_metrics.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-1_desc-ICACrossComponent_metrics.json	derivatives/fsl/confounds_tedana/sub-10369/sub-10369_ses-01_task-sharedreward_run-1_desc-TedanaPlusConfounds.tsv
10369	01	sharedreward	2	sub-10369_ses-01_task-sharedreward_run-2	complete	complete		syngo MR E11	E11	255	3	252	19	19	11	8	0.42105263157894735	0.22881475427606007	0.7711852457239401	2.117153538159228	19	16	10	208	231	0.399	0.386	0.351	0.07539682539682539	0.031746031746031744	21	21	22	8	8	29	29	30	8	0.03137254901960784	0.11372549019607843	0.11372549019607843	0.11764705882352941	225	0	0	0	42.87512853363411	1	255	29	1	0	0	0	0	0		derivatives/fmriprep/sub-10369/ses-01/func/sub-10369_ses-01_task-sharedreward_run-2_part-mag_desc-confounds_timeseries.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-tedana_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-ICA_mixing.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-PCA_metrics.tsv	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-PCACrossComponent_metrics.json	derivatives/tedana/sub-10369/ses-01/sub-10369_ses-01_task-sharedreward_run-2_desc-ICACrossComponent_metrics.json	derivatives/fsl/confounds_tedana/sub-10369/sub-10369_ses-01_task-sharedreward_run-2_desc-TedanaPlusConfounds.tsv
